resource.h, Line: 3
Button, Line: 5068
Net type, Line: 5069
Boundary, Line: 5070
Button, Line: 5070
3D Trimming, Line: 5072
Button, Line: 5072
Array maker dialog, Line: 5077
MS Shell Dlg, Line: 5078
OK, Line: 5080
Cancel, Line: 5081
Array limits, Line: 5082
Length, Line: 5083
Button, Line: 5083
Start and end values, Line: 5084
Button, Line: 5084
Array elements, Line: 5088
Count, Line: 5089
Button, Line: 5089
Distance between elements, Line: 5090
Button, Line: 5091
Geometry min. max., Line: 5094
Digitise curve, Line: 5095
Along work Xc, Line: 5096
Button, Line: 5096
Along work Yc, Line: 5097
Button, Line: 5097
Make array, Line: 5098
Clear array, Line: 5099
Dialog, Line: 5105
MS Shell Dlg, Line: 5106
OK, Line: 5108
Cancel, Line: 5109
, Line: 5110
SysListView32, Line: 5110
Add, Line: 5113
X-Y, Line: 5114
Check All, Line: 5115
Uncheck All, Line: 5116
Delete Checked, Line: 5117
Calculate, Line: 5118
Helical wrapping, Line: 5123
MS Shell Dlg, Line: 5124
Calculate, Line: 5126
Close, Line: 5127
Select surfaces or triangle model for wrapping, Line: 5129
Select Z axis line, Line: 5130
Pick point on X axis. (Wrapping start angle), Line: 5132
Pitch, Line: 5135
Wrapping count, Line: 5136
Start with positive rotation, Line: 5138
Button, Line: 5139
Z digitise step, Line: 5141
Draw tangent lines, Line: 5142
Button, Line: 5142
Output path, Line: 5144
..., Line: 5145
Y axis offset, Line: 5147
Machine parameters, Line: 5148
X axis limit1, Line: 5150
X axis limit 2, Line: 5151
Y axis limit1, Line: 5155
Y axis limit2, Line: 5156
Angle limit 1, Line: 5159
Angle limit2, Line: 5160
Output machining file, Line: 5161
Button, Line: 5162
Extend surface control points, Line: 5167
MS Shell Dlg, Line: 5168
Extend, Line: 5170
Cancel, Line: 5171
U direction, Line: 5172
Button, Line: 5172
V direction, Line: 5173
Button, Line: 5173
Closed polygon, Line: 5174
Button, Line: 5174
Surface, Line: 5175
Button, Line: 5175
Edit line dialog, Line: 5180
MS Shell Dlg, Line: 5181
OK, Line: 5183
Cancel, Line: 5184
Line length, Line: 5187
Angle to work X axis, Line: 5188
Groove Calculator Dialog, Line: 5193
MS Shell Dlg, Line: 5194
OK, Line: 5196
Cancel, Line: 5197
Disc diameter, Line: 5198
Groove depth, Line: 5200
Groove width, Line: 5202
Auto trim, Line: 5204
Preview groove, Line: 5205
Button, Line: 5205
Calculate trim distance, Line: 5207
Trim distance, Line: 5208
Tolerance, Line: 5210
Angle threshold, Line: 5212
Advanced milling extra parameters dialog, Line: 5217
MS Shell Dlg, Line: 5218
OK, Line: 5220
Cancel, Line: 5221
Tools, Line: 5223
Tool no, Line: 5224
Spindle speed (rpm), Line: 5225
Operation Name, Line: 5229
Extra parameters, Line: 5230
Dialog, Line: 5235
MS Shell Dlg, Line: 5236
OK, Line: 5238
Cancel, Line: 5239
SelTool, Line: 5240
SelToolRefPoint, Line: 5241
SelGeo, Line: 5242
Tool Digitise, Line: 5244
StartPoint, Line: 5245
LeftRightBoth, Line: 5247
Stone nesting rotate, Line: 5252
MS Shell Dlg, Line: 5253
OK, Line: 5255
Cancel, Line: 5256
Angle step, Line: 5257
+, Line: 5259
-, Line: 5260
Best box, Line: 5261
-90, Line: 5262
+90, Line: 5263
Turning Dialog, Line: 5268
MS Shell Dlg, Line: 5269
Tool, Line: 5272
Select Contour, Line: 5273
Type, Line: 5274
Safe Diameter, Line: 5277
Plunge Diameter, Line: 5278
Max cutting depth, Line: 5280
Cutting, Line: 5282
Entry, Line: 5283
Exit, Line: 5284
Link, Line: 5285
Spindle, Line: 5286
, Line: 5287
SysListView32, Line: 5287
Recalculate, Line: 5288
Feedrates, Line: 5289
Set, Line: 5295
Calculate, Line: 5296
Stock to leave, Line: 5297
Part rotate CCW, Line: 5299
Button, Line: 5299
One way cutting, Line: 5300
Button, Line: 5300
Tolerances, Line: 5301
Tolerance, Line: 5303
Initial tool digitise step, Line: 5304
Initial contour digitise step, Line: 5307
Tool free shape data 2D, Line: 5312
MS Shell Dlg, Line: 5313
Select complete tool contour, Line: 5315
Select tool reference point, Line: 5317
Select tool cutter part start,mid,end points, Line: 5319
Calculate tool data, Line: 5322
Static, Line: 5323
Clear all selection, Line: 5324
View, Line: 5325
View, Line: 5326
View, Line: 5327
View, Line: 5328
Stone Parameters Dialog, Line: 5333
MS Shell Dlg, Line: 5334
OK, Line: 5336
Cancel, Line: 5337
Stone part reference point size, Line: 5338
Stone stock reference point size, Line: 5339
Distance per one degree, Line: 5340
C Angle minimisation active, Line: 5344
Button, Line: 5345
Toolpath sorting optimisation, Line: 5346
Snap cut plane gap tolerance, Line: 5347
Vacuum drawing, Line: 5349
Left vacuum delta X Y, Line: 5351
Right vacuum delta X Y, Line: 5354
Vacuum delta Z, Line: 5357
Sorting, Line: 5360
Merge coincident operations, Line: 5362
Button, Line: 5363
Add, Line: 5365
Camera , Line: 5368
X length, Line: 5369
Y height, Line: 5371
Load picture, Line: 5373
..., Line: 5374
Stone part operations, Line: 5379
MS Shell Dlg, Line: 5380
OK, Line: 5382
Cancel, Line: 5383
, Line: 5384
SysListView32, Line: 5384
Settings, Line: 5389
MS Shell Dlg, Line: 5390
Record, Line: 5392
Active, Line: 5393
Button, Line: 5393
Try match threshold area  enclosing box area ratio, Line: 5395
Match accept threshold area enclosing box area ratio, Line: 5397
Try edge threshold edge length perimeter ratio, Line: 5398
Try edge threshold no rotation angle between edges, Line: 5400
Concave convex threshold area convex hull area  ratio, Line: 5402
Try edges threshold edge lengths ratio, Line: 5404
Draw curves, Line: 5406
Button, Line: 5406
Allow 180 degrees rotation for no rotation, Line: 5407
Button, Line: 5408
Number parameter, Line: 5413
MS Shell Dlg, Line: 5414
OK, Line: 5416
Cancel, Line: 5417
Enum parameter, Line: 5423
MS Shell Dlg, Line: 5424
OK, Line: 5426
Cancel, Line: 5427
Shape offset dialog, Line: 5433
MS Shell Dlg, Line: 5434
OK, Line: 5436
Cancel, Line: 5437
Offset type, Line: 5439
Offset value, Line: 5441
Supports and vacuums, Line: 5446
MS Shell Dlg, Line: 5447
OK, Line: 5449
Cancel, Line: 5450
, Line: 5451
SysListView32, Line: 5451
Select part contour, Line: 5452
Static, Line: 5453
Support or vacuum, Line: 5458
MS Shell Dlg, Line: 5459
OK, Line: 5461
Cancel, Line: 5462
Name, Line: 5464
Diameter, Line: 5466
Shapes 2D, Line: 5471
MS Shell Dlg, Line: 5472
, Line: 5474
SysListView32, Line: 5474
Add, Line: 5475
Hollow, Line: 5476
Button, Line: 5476
, Line: 5477
Static, Line: 5477
, Line: 5478
SysListView32, Line: 5478
Shape Automation, Line: 5479
Number, Line: 5484
MS Shell Dlg, Line: 5485
OK, Line: 5487
Cancel, Line: 5488
Static, Line: 5489
x -1, Line: 5491
Shape Automation Parameters, Line: 5496
MS Shell Dlg, Line: 5497
OK, Line: 5499
Cancel, Line: 5500
Form Solid2d, Line: 5501
Button, Line: 5501
Form Solid2_5, Line: 5502
Button, Line: 5502
Machine shape, Line: 5503
Button, Line: 5503
Form stone part, Line: 5505
Button, Line: 5505
Configuration, Line: 5510
MS Shell Dlg, Line: 5511
OK, Line: 5513
Cancel, Line: 5514
Load, Line: 5516
Save current configuration, Line: 5517
Pack, Line: 5519
Unpack, Line: 5520
, Line: 5521
SysTreeView32, Line: 5521
Post process simulation, Line: 5526
MS Shell Dlg, Line: 5527
Pages, Line: 5530
, Line: 5531
SysListView32, Line: 5531
G code output, Line: 5532
Play, Line: 5533
Pause, Line: 5534
Bottom, Line: 5535
Top, Line: 5536
, Line: 5537
SysListView32, Line: 5537
Position solid2d on solid2d, Line: 5542
MS Shell Dlg, Line: 5543
OK, Line: 5545
Cancel, Line: 5546
Transformation, Line: 5548
Host, Line: 5549
Visitor, Line: 5550
All edges, Line: 5551
Apply angle, Line: 5556
Extra angle, Line: 5557
Distance, Line: 5558
Apply distance, Line: 5560
Edit reorder operations, Line: 5565
MS Shell Dlg, Line: 5566
, Line: 5568
SysListView32, Line: 5568
Move up, Line: 5569
Move down, Line: 5570
Operation parameters, Line: 5571
Send to machine, Line: 5572
Delete operation, Line: 5573
Optimisation parameters, Line: 5575
Sort, Line: 5576
Send to output folder, Line: 5577
Transformation groups, Line: 5582
MS Shell Dlg, Line: 5583
, Line: 5585
SysListView32, Line: 5585
Load checked, Line: 5586
All post process simulations, Line: 5591
MS Shell Dlg, Line: 5592
Hide, Line: 5595
Show, Line: 5596
Settings root directory, Line: 5601
MS Shell Dlg, Line: 5602
..., Line: 5605
Settings root directory, Line: 5606
Delete, Line: 5607
Function, Line: 5612
MS Shell Dlg, Line: 5613
OK, Line: 5615
, Line: 5616
SysListView32, Line: 5616
Do match, Line: 5617
Control panel, Line: 5622
MS Shell Dlg, Line: 5623
Close, Line: 5625
Add command line to list, Line: 5627
>, Line: 5628
, Line: 5629
SysListView32, Line: 5629
?, Line: 5630
Delete checked, Line: 5631
, Line: 5632
SysListView32, Line: 5632
, Line: 5633
SysListView32, Line: 5633
List top, Line: 5634
List bottom, Line: 5635
|>, Line: 5636
||, Line: 5637
Write, Line: 5639
Read, Line: 5640
, Line: 5641
SysListView32, Line: 5641
<|, Line: 5643
Select CS, Line: 5648
MS Shell Dlg, Line: 5649
OK, Line: 5651
Cancel, Line: 5652
Select CS for..., Line: 5653
Selection filtering, Line: 5659
MS Shell Dlg, Line: 5660
Apply, Line: 5662
Clear, Line: 5663
, Line: 5664
SysListView32, Line: 5664
Filter by, Line: 5666
Static, Line: 5667
Machine tolerances and probabalities, Line: 5672
MS Shell Dlg, Line: 5673
Axis, Line: 5676
Deviation min value, Line: 5677
Active deviation value, Line: 5679
Deviation max value, Line: 5681
Deviation Type, Line: 5684
, Line: 5685
msctls_trackbar32, Line: 5685
Reset all deviation to zero, Line: 5686
Show all, Line: 5687
Calculate functional point probability space, Line: 5688
Axis direction vector, Line: 5689
Axis orthogonal vector N1, Line: 5690
Axis orthogonal vector N2, Line: 5691
Statik, Line: 5695
Tool wear, Line: 5700
MS Shell Dlg, Line: 5701
OK, Line: 5703
Cancel, Line: 5704
Maximum tool diameter, Line: 5705
Tool wear model, Line: 5708
Minimum tool diameter, Line: 5709
Tool diameter step for multiple operations calculation, Line: 5711
Manage templates, Line: 5717
MS Shell Dlg, Line: 5718
, Line: 5720
SysListView32, Line: 5720
Delete checked, Line: 5721
Import, Line: 5722
Export, Line: 5723
Rename selected, Line: 5724
Spiral Dialog, Line: 5729
MS Shell Dlg, Line: 5730
Make, Line: 5732
Close, Line: 5733
Start radius, Line: 5734
End radius, Line: 5735
Delta radius per round, Line: 5736
End angle extension in degrees, Line: 5737
Counter clockwise rotation CCW, Line: 5742
Button, Line: 5743
Make full circle at start, Line: 5744
Button, Line: 5745
Make full circle at end, Line: 5746
Button, Line: 5747
Digitise angle step in degrees, Line: 5748
Tool holder, Line: 5754
MS Shell Dlg, Line: 5755
Tamam, Line: 5757
Ýptal, Line: 5758
Make new tool holder, Line: 5759
Name, Line: 5761
Triangle geometries, Line: 5763
Geometries, Line: 5765
ConnectedHolders. If more than one use ; seperator. Tool is closer to this holder. Vice-versa connected holders are closer to base., Line: 5767
..., Line: 5769
..., Line: 5770
..., Line: 5771
..., Line: 5772
..., Line: 5774
Origin offset, Line: 5775
Delete selected holder, Line: 5776
wireAdd.ico, Line: 7534
res\\icon2.ico, Line: 7536
res\\icon3.ico, Line: 7538
res\\ico00001.ico, Line: 7540
wireNext.ico, Line: 7542
wireBack.ico, Line: 7544
icon1.ico, Line: 7546
res\\icon1.ico, Line: 7548
res\\ico00002.ico, Line: 7550
res\\ico00003.ico, Line: 7552
RecyleBin, Line: 7562
Undelete, Line: 7564
Wire, Line: 7570
Single Contour Cutting..., Line: 7572
Multi Contour Cutting..., Line: 7573
4 Axis Cutting..., Line: 7574
Post Processor Settings..., Line: 7575
Technologic Parameters DB..., Line: 7576
Surface Wire Cutting..., Line: 7577
Surface Wire Cutting 2..., Line: 7578
Conic + vertical cut..., Line: 7579
WirePathsHeader, Line: 7585
Insert..., Line: 7587
Post..., Line: 7588
Operation, Line: 7594
Edit..., Line: 7596
Simulate..., Line: 7597
X Delete, Line: 7598
Tools Menu, Line: 7604
Insert Tool..., Line: 7606
Save tools to file..., Line: 7607
Tool context, Line: 7613
Edit..., Line: 7615
Delete, Line: 7616
Postbox, Line: 7622
Post..., Line: 7624
Time estimation..., Line: 7625
Group by, Line: 7626
1, Line: 7628
2, Line: 7629
3, Line: 7630
4, Line: 7631
5, Line: 7632
6, Line: 7633
7, Line: 7634
8, Line: 7635
9, Line: 7636
10, Line: 7637
Sort, Line: 7639
Alphabethical, Line: 7641
Numerical, Line: 7642
WCS coordinates, Line: 7643
Nearest position, Line: 7644
Sort recursive, Line: 7646
Alphabethical, Line: 7648
Numerical, Line: 7649
WCS coordinates, Line: 7650
Nearest position, Line: 7651
Sort settings..., Line: 7653
Change post settings..., Line: 7654
Clear postbox, Line: 7655
Operation, Line: 7661
Show toolpath, Line: 7663
Hide toolpath, Line: 7664
Change geometry, Line: 7665
See parameters..., Line: 7666
Post..., Line: 7667
Send to postbox, Line: 7668
Simple animation..., Line: 7669
MachSim, Line: 7670
Time Estimation..., Line: 7671
Delete, Line: 7672
To Iges..., Line: 7673
Arc Fit..., Line: 7674
Add to templates, Line: 7675
Copy Transform..., Line: 7676
Check All, Line: 7677
Uncheck All, Line: 7678
Send checked to post, Line: 7679
Check selected, Line: 7680
Taper interactor, Line: 7681
Show checked, Line: 7683
Hide all, Line: 7684
MachSurfHeader, Line: 7691
Insert..., Line: 7693
MachSurf commands, Line: 7699
Delete , Line: 7701
Show, Line: 7702
Hide, Line: 7703
MachCurvHeader, Line: 7709
Insert..., Line: 7711
MachCurv Menu, Line: 7717
Delete, Line: 7719
Show, Line: 7720
Hide, Line: 7721
LeadsHeaderContext, Line: 7727
Insert Lead..., Line: 7729
Save Leads to file..., Line: 7730
Leads Context , Line: 7736
Edit, Line: 7738
Delete, Line: 7739
GaugeChecksHeader, Line: 7745
Insert, Line: 7747
Milling, Line: 7753
Tools..., Line: 7755
Tables..., Line: 7756
Select machining surfaces..., Line: 7757
Select machining curves..., Line: 7758
Make lead-links..., Line: 7759
Make machining operation..., Line: 7760
Contour 2D..., Line: 7761
Compact Cutting..., Line: 7762
Compact true shape cutting..., Line: 7763
Drilling Page..., Line: 7764
Blade Cutting, Line: 7765
Multi Axis Edge Cutting..., Line: 7766
NC Toolpaths..., Line: 7767
Torna Stok Hesaplama..., Line: 7768
Automated contour cutting..., Line: 7769
Mill Turn Operation..., Line: 7770
Settings..., Line: 7771
&Help, Line: 7777
Help..., Line: 7779
Tutorials..., Line: 7780
&About..., Line: 7781
Wire, Line: 7787
Single Contour Cutting..., Line: 7789
Multi Contour Cutting..., Line: 7790
4 Axis Cutting..., Line: 7791
Post Processor Settings..., Line: 7792
Technologic Parameters DB..., Line: 7793
Surface Wire Cutting..., Line: 7794
Surface Wire Cutting 2..., Line: 7795
Conic + vertical cut..., Line: 7796
MicroPattern, Line: 7802
Make torch path..., Line: 7804
Snapshot..., Line: 7805
MicroPattern, Line: 7811
5 axis laser texturing..., Line: 7813
Selection, Line: 7819
Clear all, Line: 7821
Check all, Line: 7822
Kinematic tree header, Line: 7828
Import kinematic set..., Line: 7830
Add new kinematic set..., Line: 7831
Kinematic set, Line: 7837
Add new part, Line: 7839
Edit set..., Line: 7840
Simulate operation..., Line: 7841
Export set..., Line: 7842
Add line..., Line: 7843
Delete set  X, Line: 7844
Kinematic part, Line: 7850
Add part under..., Line: 7852
Change parent..., Line: 7853
Hide, Line: 7854
Show, Line: 7855
Edit part..., Line: 7856
Set axis ofset zero, Line: 7857
Delete part  X, Line: 7858
CopyAnyPart, Line: 7864
Set priority..., Line: 7866
Manuel Nest..., Line: 7867
Delete  X, Line: 7868
CopyAnyStock, Line: 7874
Post, Line: 7876
Set priority..., Line: 7877
Make default, Line: 7878
Delete   X, Line: 7879
ThreadExplorerMenu, Line: 7885
Suspend, Line: 7887
Resume, Line: 7888
Hide GUI, Line: 7889
GroupAndSort, Line: 7895
Group by, Line: 7897
1, Line: 7899
2, Line: 7900
3, Line: 7901
Sort by, Line: 7903
1, Line: 7905
2, Line: 7906
3, Line: 7907
Delete           X, Line: 7909
, Line: 7915
Hide, Line: 7917
Group, Line: 7918
Insert tree link..., Line: 7920
Auto loop..., Line: 7921
Search overlaps..., Line: 7922
Transform, Line: 7924
Move, Line: 7926
Rotate, Line: 7927
Scale, Line: 7928
Mirror, Line: 7929
Dynamic, Line: 7930
Move on work, Line: 7931
Curve, Line: 7933
Offset, Line: 7935
Split curves, Line: 7936
Fillet, Line: 7937
Project, Line: 7938
Min distance line, Line: 7939
Join curves, Line: 7940
Extrude, Line: 7941
Revolve, Line: 7942
Make Solid 2.5D, Line: 7943
Make convex hull..., Line: 7944
Make hull..., Line: 7945
Edit control points, Line: 7946
Break planar curves by slope, Line: 7947
From surface silhouette, Line: 7948
Surface, Line: 7950
Extract surface edges, Line: 7952
Fill gaps, Line: 7953
Offset surface, Line: 7954
Make normal lines..., Line: 7955
Edit control points, Line: 7956
Delta move control points by surface, Line: 7957
Extend control points of surface..., Line: 7958
Path2D, Line: 7960
Make from curves, Line: 7962
Explode to curves, Line: 7963
Position on solid 2D, Line: 7964
Solid2D, Line: 7966
Parametric shapes, Line: 7968
Make from curves, Line: 7969
Boolean unite, Line: 7970
Boolean subtract, Line: 7971
Boolean intersect, Line: 7972
Hatch, Line: 7973
Offset, Line: 7974
Explode to curves, Line: 7975
Hollow, Line: 7976
Add path, Line: 7977
Position on solid 2D, Line: 7978
Fillet, Line: 7979
Chamfer, Line: 7980
Reorder loop, Line: 7981
Contour 2D, Line: 7983
Machine selected curves by active template, Line: 7985
Wire, Line: 7987
Single contour cutting..., Line: 7989
Multi contour cutting..., Line: 7990
Compact cutting..., Line: 7992
Compact true shape cutting, Line: 7993
Select part outline..., Line: 7995
Select part inner holes..., Line: 7996
Select bend lines..., Line: 7997
Add rectangle stock..., Line: 7998
Add free shape stock..., Line: 7999
Manuel nesting..., Line: 8000
Show dialog..., Line: 8001
Visual properties..., Line: 8003
Edit text, Line: 8004
MwTemplates, Line: 8010
Load, Line: 8012
Rename, Line: 8013
Delete, Line: 8014
MwTemplateHeader, Line: 8020
Import, Line: 8022
Export, Line: 8023
VSPGen, Line: 8029
Edit synchronization..., Line: 8031
TextureMap Header, Line: 8037
Show, Line: 8039
Hide, Line: 8040
Segmentation..., Line: 8041
Attach geometry to textures..., Line: 8042
Coordinate Systems, Line: 8048
Show, Line: 8050
Hide, Line: 8051
Set as active system, Line: 8052
Attach geometries..., Line: 8053
Dynamic Transform, Line: 8054
Reorient to active system, Line: 8055
Delete, Line: 8056
Languanges, Line: 8062
TR, Line: 8064
ENG, Line: 8065
Write2SRC, Line: 8066
Stone nesting, Line: 8072
Freeze transformation, Line: 8074
Let transformation, Line: 8075
Lock button, Line: 8076
Unlock button, Line: 8077
Reset button position, Line: 8078
Edit reorder operations, Line: 8079
Move to..., Line: 8080
Rotate..., Line: 8081
Copy clone, Line: 8082
Delete, Line: 8083
This part, Line: 8085
Selected parts, Line: 8086
Undelete all, Line: 8087
Show, Line: 8089
Information, Line: 8091
Tool section lines, Line: 8092
Hatch, Line: 8093
Operations, Line: 8094
Hide, Line: 8096
Information, Line: 8098
Tool section lines, Line: 8099
Hatch, Line: 8100
Operations, Line: 8101
Stone nesting stock, Line: 8108
Select this, Line: 8110
Show information, Line: 8111
Hide information, Line: 8112
Delete, Line: 8113
Delete selected stock, Line: 8115
Undelete all parts, Line: 8116
Undelete all stock, Line: 8117
Optimize and send to machine, Line: 8119
Blade cut context menu, Line: 8125
Add to templates, Line: 8127
Delete template if, Line: 8128
Rename, Line: 8129
ValueCollector, Line: 8135
Edit value, Line: 8137
Supports and vacuums, Line: 8143
Add..., Line: 8145
Delete, Line: 8146
Stone part solid reference point, Line: 8152
Add milling operation, Line: 8154
Add sew blade operation, Line: 8155
Add 5 axis operation, Line: 8156
Edit reorder operations, Line: 8157
Set priority grade, Line: 8158
Show operations, Line: 8159
Hide operations, Line: 8160
Reset loop start position, Line: 8161
Clear operations, Line: 8162
Solid2dGraphic, Line: 8168
Edit parameters..., Line: 8170
Solid2dTransform, Line: 8176
Retransform, Line: 8178
Shapes2d, Line: 8184
Export, Line: 8186
Import, Line: 8187
Tree VConfig, Line: 8193
Load, Line: 8195
Save, Line: 8196
Pack, Line: 8197
Unpack, Line: 8198
VTransformationGroup, Line: 8204
Show, Line: 8206
Hide, Line: 8207
Write to disk, Line: 8208
Control panel, Line: 8209
Transform all, Line: 8210
Add part by link name, Line: 8211
Add tool by name, Line: 8212
Direct transformation, Line: 8213
Inverse transformation, Line: 8214
Show WCS, Line: 8215
Tolerances and probabilities, Line: 8216
res\\html_ata.htm, Line: 8444
StlModel, Line: 8454
CoordinateSystem, Line: 8455
Point, Line: 8456
Curve, Line: 8457
Surface, Line: 8458
Folder, Line: 8459
InfoTexts, Line: 8460
RecycleBin, Line: 8461
RecycledItem, Line: 8462
Transformation, Line: 8463
Point, Line: 8464
Vector, Line: 8465
Box, Line: 8466
Dimension, Line: 8467
View, Line: 8468
Table, Line: 8473
Text, Line: 8474
TriangleModel, Line: 8475
Label, Line: 8476
VisualModel, Line: 8477
BoundaryCurve, Line: 8478
Number of surfaces: , Line: 8479
File unit is NOT METRIC. You may need to scale !, Line: 8480
 surfaces successfully imported., Line: 8481
Number of curves: , Line: 8482
curves succesfully imported., Line: 8483
Number of points: , Line: 8484
points successfully imported., Line: 8485
Ready to serve you..., Line: 8486
--> Saving to file..., Line: 8487
Directory creation failed!, Line: 8488
Save directory can not be removed!, Line: 8493
Save not completed!, Line: 8494
--> Opening file..., Line: 8495
Fileintro.txt could not be opened!, Line: 8496
Delete file failed!, Line: 8497
Remove directory failed!, Line: 8498
Open done..., Line: 8499
Open file not completed!, Line: 8500
Failed to add file to zip archive, Line: 8501
 added to archive, Line: 8502
Delete file failed, Line: 8503
Extracting files from zip archive..., Line: 8504
Extract done., Line: 8505
 saving, Line: 8506
 objects, Line: 8507
 file can not be opened!, Line: 8508
 saved..., Line: 8513
Unknown exception while saving file!, Line: 8514
 reading , Line: 8515
File can not be opened for reading, Line: 8516
Imported..., Line: 8517
Save done..., Line: 8518
Untrimmed surfaces are read..., Line: 8519
Trimmed surfaces are read..., Line: 8520
Bounded surfaces are read..., Line: 8521
Curves are read..., Line: 8522
IGES FILE EXPORT --->, Line: 8523
SELECT SURFACES , CURVES , POINTS , TABLES TO EXPORT..., Line: 8524
DEFINE A VECTOR BY 2 POINTS -->, Line: 8525
SELECT START POINT OF VECTOR..., Line: 8526
SELECT END POINT OF VECTOR..., Line: 8527
MAKE A LINK NODE IN TREE VIEW -->, Line: 8528
SELECT MODELS THAT LINK WILL POINT TO..., Line: 8533
CHANGE VIEW DIRECTION -->, Line: 8534
SELECT A VECTOR TO DEFINE NEW VIEW DIRECTION..., Line: 8535
CLIP VIEW WITH PLANE -->, Line: 8536
DEFINE CLIP PLANE'S NORMAL VECTOR..., Line: 8537
DIMENSION DISTANCE -->, Line: 8538
SELECT FIRST POINT FOR DISTANCE DIMENSIONING..., Line: 8539
SELECT SECOND POINT FOR DISTANCE DIMENSIONING..., Line: 8540
Coordinate system origin and X direction point can not be coincident !, Line: 8541
X direction point can not be on Z axis line!, Line: 8542
MAKE A COORDINATE SYSTEM -->, Line: 8543
SELECT COORDINATE SYSTEM ORIGIN POINT..., Line: 8544
DEFINE A VECTOR FOR Z AXIS OF COORDINATE SYSTEM..., Line: 8545
SELECT A POINT ON POSITIVE X AXIS LINE..., Line: 8546
DYNAMIC TRANSFORMATION -->, Line: 8547
SELECT MODELS TO TRANSFORM DYNAMICALLY..., Line: 8548
CHANGE VISUAL ATTRIBUTES -->, Line: 8553
SELECT MODELS TO CHANGE VISUAL ATTRIBUTES..., Line: 8554
EXPORT STL FILE -->, Line: 8555
SELECT SURFACE MODELS TO EXPORT TO STL FILE..., Line: 8556
HIDE MODELS -->, Line: 8557
SELECT MODELS TO HIDE..., Line: 8558
POINT:, Line: 8559
POINT 1:, Line: 8560
POINT 2:, Line: 8561
DELTA:, Line: 8562
ANGLE IN DEGREES: , Line: 8563
VOLUME TO DEFINED PLANE :, Line: 8564
AREA:, Line: 8565
AREA XY:, Line: 8566
AREA XZ:, Line: 8567
AREA YZ:, Line: 8568
MAKE LABEL -->, Line: 8573
SELECT START POINT OF LABEL..., Line: 8574
only principal planes are supported for mirror, Line: 8575
MIRROR MODELS -->, Line: 8576
Move, Line: 8577
Rotate, Line: 8578
Mirror, Line: 8579
Scale, Line: 8580
Stepover=, Line: 8581
Stepdown=, Line: 8582
Tolerance=, Line: 8583
Thickness=, Line: 8584
Angle to X axis=, Line: 8585
Max z=, Line: 8586
Min z=, Line: 8587
SELECT MODELS TO MIRROR..., Line: 8592
SELECT MIRROR PLANE BASE POINT..., Line: 8593
MODIFY COORDINATE SYSTEM -->, Line: 8594
SELECT A COORDINATE SYSTEM..., Line: 8595
MOVE MODEL -->, Line: 8600
SELECT MODELS TO MOVE..., Line: 8601
SELECT TRANSLATION LINE FIRST POINT..., Line: 8602
SELECT TRANSLATION LINE SECOND POINT..., Line: 8603
REORIENT MODELS -->, Line: 8604
SELECT MODELS TO REORIENT..., Line: 8605
SELECT START COORDINATE SYSTEM..., Line: 8606
SELECT DESTINATION COORDINATE SYSTEM..., Line: 8607
SELECTION ABORTED BY USER!, Line: 8608
Unknown exception occured!, Line: 8609
Operation could not be completed!, Line: 8610
Command completed succesfully., Line: 8611
ROTATE MODEL -->, Line: 8612
SELECT MODELS TO ROTATE ..., Line: 8613
SELECT ROTATION CENTER ..., Line: 8614
SELECT ROTATION AXIS ..., Line: 8615
SCALE MODELS-->, Line: 8620
SELECT MODELS TO SCALE..., Line: 8621
SET ROTATION CENTER POINT-->, Line: 8622
SELECT ROTATION CENTER POINT..., Line: 8623
UNHIDE MODELS..., Line: 8624
SELECT MODELS TO UNHIDE..., Line: 8625
Triangulation tolerance should be greater than 0.00005!, Line: 8626
Vector's magnitude is 0!, Line: 8627
ERROR:  Could not load dll  , Line: 8628
You can not delete this view!, Line: 8629
Please start a new project by File-->New command , then retry to open., Line: 8630
Fail to load toolbar!, Line: 8631
Fail to load menu!, Line: 8632
You should select at least one model, Line: 8633
SolidCNC, Line: 8638
SolidCNC Doc, Line: 8639
ON, Line: 8640
Record bin file:, Line: 8641
OFF, Line: 8642
ON, Line: 8643
Part min-max z:, Line: 8644
user defined, Line: 8645
automatic, Line: 8646
Rotation direction:, Line: 8647
CW, Line: 8648
CCW, Line: 8649
Cutting direction:, Line: 8650
Climb, Line: 8651
Conventional, Line: 8652
Trim to flute length:, Line: 8653
Init dll failed!, Line: 8658
License error !, Line: 8659
LEVELS, Line: 8660
RECYLE BIN, Line: 8661
SELECT A POINT TO SCALE AROUND..., Line: 8662
DELETE MODELS-->, Line: 8663
SELECT MODELS TO DELETE..., Line: 8664
GEO, Line: 8665
Select points on spline, Line: 8670
Select curve start point, Line: 8671
Select curve end point, Line: 8672
Select source curves to make points, Line: 8673
Make box, Line: 8674
Select box lower left point, Line: 8675
Make circle, Line: 8676
Pick center point, Line: 8677
Pick point on circle, Line: 8678
Define radius, Line: 8679
Define axis vector, Line: 8680
Center of circle point is not on circle plane, Line: 8681
Make line by picking start and end points, Line: 8686
Pick line start point, Line: 8687
Pick line end point, Line: 8688
Make lines by picking points sequentially, Line: 8689
Pick points sequentially, Line: 8690
Make line by start point , length and direction vector definitions, Line: 8692
Select line direction vector, Line: 8693
Make line by  start point , angle and length definitions, Line: 8695
Pick start point of line, Line: 8696
Make points from surface, Line: 8697
